ANN_Options(tanh|3|1|32|0.001),0.315909793382594,0.8480243161330533,0.30654151142975833,0.8554031138925831
ANN_Options(tanh|3|1|32|0.005),0.309240464905349,0.8655345579647429,0.2960517596799713,0.8729767226118033
ANN_Options(tanh|3|1|32|0.01),0.3020818783889693,0.8617682040044902,0.2928302014840665,0.8677354708775655
ANN_Options(tanh|3|1|32|0.05),0.279110150941694,0.8659310162705444,0.268003702811473,0.8728225681490315
ANN_Options(tanh|3|1|32|0.1),0.2822246218950159,0.8695652174070582,0.27302626716680806,0.8791429010859179
ANN_Options(tanh|3|2|32|0.001),0.3438830144877665,0.8255583454709678,0.3359978592908491,0.8308925542751299
ANN_Options(tanh|3|2|32|0.005),0.32528647774510705,0.8491476146031421,0.31282046834199,0.8567905040575283
ANN_Options(tanh|3|2|32|0.01),0.3011285865836183,0.8585304611737778,0.2876246392873911,0.8698936333931225
ANN_Options(tanh|3|2|32|0.05),0.274083682835236,0.8726047310848697,0.2649504239664472,0.8789887466598995
ANN_Options(tanh|3|2|32|0.1),0.30647465348779346,0.8662613981369072,0.29055018092003004,0.8748265761650635
ANN_Options(tanh|3|3|32|0.001),0.3178344720442134,0.8523853574889929,0.3052945423102331,0.8564821950952316
ANN_Options(tanh|3|3|32|0.005),0.30287785361603037,0.857010704334872,0.2895188778753694,0.8668105441376887
ANN_Options(tanh|3|3|32|0.01),0.29939313168111054,0.8629575789218946,0.28977950975581424,0.8709727145957712
ANN_Options(tanh|3|3|32|0.05),0.3135502508905332,0.8613717456986886,0.30000891315839645,0.866810544064182
ANN_Options(tanh|3|3|32|0.1),0.3201646428214081,0.8649398705060406,0.30694526949868983,0.871589332446858
ANN_Options(tanh|6|1|32|0.001),0.31995783943362416,0.8492136909874424,0.3088124361706383,0.8558655772808981
ANN_Options(tanh|6|1|32|0.005),0.292492530975125,0.8620325095968295,0.2819381788136394,0.8711268690585429
ANN_Options(tanh|6|1|32|0.01),0.2897263423949421,0.8615699748437124,0.27735412900448214,0.8708185601697528
ANN_Options(tanh|6|1|32|0.05),0.263560598980755,0.8702259811949222,0.25584526483388165,0.8802219823620729
ANN_Options(tanh|6|1|32|0.1),0.25250410167956994,0.8810625082201634,0.24922619565933166,0.8836133805430503
ANN_Options(tanh|6|2|32|0.001),0.31041136296576516,0.8474957050586512,0.29986523523873904,0.8552489594298113
ANN_Options(tanh|6|2|32|0.005),0.2766805258604783,0.8705563631164235,0.26559767942960044,0.8817635269530367
ANN_Options(tanh|6|2|32|0.01),0.28690187329185424,0.8640148010706986,0.2794669763790508,0.8763681207927806
ANN_Options(tanh|6|2|32|0.05),0.25775433231789574,0.874785251766778,0.2507672320212351,0.8803761367880913
ANN_Options(tanh|6|2|32|0.1),0.2723398350599626,0.8689705299483559,0.2649362777476504,0.8762139663300088
ANN_Options(tanh|6|3|32|0.001),0.3203832296544059,0.8556231003197052,0.31098058901546877,0.8595652843139123
ANN_Options(tanh|6|3|32|0.005),0.3060625779576766,0.8580679265388145,0.29191597793564256,0.8666563896749169
ANN_Options(tanh|6|3|32|0.01),0.2787699110287096,0.856482093268347,0.2703352793212736,0.8683520888021589
ANN_Options(tanh|6|3|32|0.05),0.2593498560850444,0.8768996960722629,0.24993628834527723,0.8831509171547353
ANN_Options(tanh|6|3|32|0.1),0.2722443735503419,0.8704242104029615,0.2592687854850276,0.8817635269530367
ANN_Options(tanh|9|1|32|0.001),0.3072326037044709,0.8543015726415771,0.296467551625306,0.8624942191433278
ANN_Options(tanh|9|1|32|0.005),0.3185939037557226,0.8422095943146312,0.30680245655388244,0.8544781870791995
ANN_Options(tanh|9|1|32|0.01),0.2844090674762227,0.8696312937283431,0.27223778101775686,0.8765222752555523
ANN_Options(tanh|9|1|32|0.05),0.23858909745488596,0.8867450772699851,0.2329773806599452,0.8947125018258593
ANN_Options(tanh|9|1|32|0.1),0.2462404104146835,0.8832430289572102,0.2407154116348289,0.8907044858305484
ANN_Options(tanh|9|2|32|0.001),0.2999408052180928,0.8580018501072527,0.2909327254643403,0.8658856173243051
ANN_Options(tanh|9|2|32|0.005),0.29735514425106563,0.8644112594316385,0.28669195448431595,0.8729767226485565
ANN_Options(tanh|9|2|32|0.01),0.26760233867998656,0.8732654948727339,0.2643670686196891,0.8791429010859179
ANN_Options(tanh|9|2|32|0.05),0.236545597861414,0.8830447998043094,0.2355015604599279,0.8896254046278999
ANN_Options(tanh|9|2|32|0.1),0.2518394903398118,0.880401744369284,0.24415098253137363,0.8882380143894479
ANN_Options(tanh|9|3|32|0.001),0.2664719296207481,0.8735298004099348,0.2573144956906367,0.8809927546759315
ANN_Options(tanh|9|3|32|0.005),0.29781357235285916,0.8617021276753283,0.28617919190135416,0.8698936333563693
ANN_Options(tanh|9|3|32|0.01),0.2797999703121639,0.8659970926548446,0.2700674301103798,0.8755973485156754
ANN_Options(tanh|9|3|32|0.05),0.2485028513911159,0.8817893485104815,0.24433381302580548,0.8896254045543932
ANN_Options(tanh|9|3|32|0.1),0.28140201948822385,0.871084974245964,0.2746969946033142,0.8771388931066391
ANN_Options(tanh|12|1|32|0.001),0.32418741731437617,0.8338178935163761,0.31483633085081497,0.8430707568708472
